State,State Code,Year,Year Code,Gender,Gender Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Alabama,1,2015,2015,Female,F,"Cardiac arrest, unspecified",I46.9,14,321456,Unreliable
Alabama,1,2015,2015,Female,F,Other ill-defined and unspecified causes of mortality,R99,11,321456,Unreliable
Alabama,1,2015,2015,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25,321456,7.8
Alabama,1,2015,2015,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,321456,Unreliable
Alabama,1,2015,2015,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29,321456,9
Alabama,1,2015,2015,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,14,321456,Unreliable
Alabama,1,2015,2015,Female,F,Assault by other and unspecified firearm discharge,X95,15,321456,Unreliable
Alabama,1,2015,2015,Male,M,"Cardiac arrest, unspecified",I46.9,16,311270,Unreliable
Alabama,1,2015,2015,Male,M,Other ill-defined and unspecified causes of mortality,R99,21,311270,6.7
Alabama,1,2015,2015,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,58,311270,18.6
Alabama,1,2015,2015,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,44,311270,14.1
Alabama,1,2015,2015,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,50,311270,16.1
Alabama,1,2015,2015,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,28,311270,9
Alabama,1,2015,2015,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,47,311270,15.1
Alabama,1,2015,2015,Male,M,Assault by handgun discharge,X93,17,311270,Unreliable
Alabama,1,2015,2015,Male,M,Assault by other and unspecified firearm discharge,X95,86,311270,27.6
Alaska,2,2015,2015,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,65273,Unreliable
Arizona,4,2015,2015,Female,F,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,10,442208,Unreliable
Arizona,4,2015,2015,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,26,442208,5.9
Arizona,4,2015,2015,Female,F,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,442208,Unreliable
Arizona,4,2015,2015,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,24,442208,5.4
Arizona,4,2015,2015,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33,442208,7.5
Arizona,4,2015,2015,Female,F,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,442208,Unreliable
Arizona,4,2015,2015,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,13,442208,Unreliable
Arizona,4,2015,2015,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,11,442208,Unreliable
Arizona,4,2015,2015,Female,F,Assault by other and unspecified firearm discharge,X95,14,442208,Unreliable
Arizona,4,2015,2015,Male,M,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,12,471437,Unreliable
Arizona,4,2015,2015,Male,M,Alcoholic cirrhosis of liver,K70.3,14,471437,Unreliable
Arizona,4,2015,2015,Male,M,Other ill-defined and unspecified causes of mortality,R99,17,471437,Unreliable
Arizona,4,2015,2015,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,16,471437,Unreliable
Arizona,4,2015,2015,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,471437,Unreliable
Arizona,4,2015,2015,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,52,471437,11
Arizona,4,2015,2015,Male,M,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17,471437,Unreliable
Arizona,4,2015,2015,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,49,471437,10.4
Arizona,4,2015,2015,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,64,471437,13.6
Arizona,4,2015,2015,Male,M,Accidental poisoning by and exposure to alcohol,X45,12,471437,Unreliable
Arizona,4,2015,2015,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,52,471437,11
Arizona,4,2015,2015,Male,M,Intentional self-harm by handgun discharge,X72,18,471437,Unreliable
Arizona,4,2015,2015,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,64,471437,13.6
Arizona,4,2015,2015,Male,M,Assault by other and unspecified firearm discharge,X95,53,471437,11.2
Arizona,4,2015,2015,Male,M,Assault by sharp object,X99,11,471437,Unreliable
Arkansas,5,2015,2015,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,11,194371,Unreliable
Arkansas,5,2015,2015,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,194371,Unreliable
Arkansas,5,2015,2015,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,11,194371,Unreliable
Arkansas,5,2015,2015,Female,F,Assault by other and unspecified firearm discharge,X95,13,194371,Unreliable
Arkansas,5,2015,2015,Male,M,"Acute myocardial infarction, unspecified",I21.9,17,194587,Unreliable
Arkansas,5,2015,2015,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,12,194587,Unreliable
Arkansas,5,2015,2015,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,19,194587,Unreliable
Arkansas,5,2015,2015,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,194587,Unreliable
Arkansas,5,2015,2015,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25,194587,12.8
Arkansas,5,2015,2015,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,37,194587,19
