State,State Code,Year,Year Code,Gender,Gender Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Alabama,1,2016,2016,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,10,323643,Unreliable
Alabama,1,2016,2016,Female,F,Other ill-defined and unspecified causes of mortality,R99,12,323643,Unreliable
Alabama,1,2016,2016,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,31,323643,9.6
Alabama,1,2016,2016,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,323643,Unreliable
Alabama,1,2016,2016,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,34,323643,10.5
Alabama,1,2016,2016,Female,F,Assault by other and unspecified firearm discharge,X95,14,323643,Unreliable
Alabama,1,2016,2016,Male,M,Other and unspecified convulsions,R56.8,10,313844,Unreliable
Alabama,1,2016,2016,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,11,313844,Unreliable
Alabama,1,2016,2016,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,25,313844,8
Alabama,1,2016,2016,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,80,313844,25.5
Alabama,1,2016,2016,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,65,313844,20.7
Alabama,1,2016,2016,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,58,313844,18.5
Alabama,1,2016,2016,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,30,313844,9.6
Alabama,1,2016,2016,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,47,313844,15
Alabama,1,2016,2016,Male,M,Assault by handgun discharge,X93,13,313844,Unreliable
Alabama,1,2016,2016,Male,M,Assault by other and unspecified firearm discharge,X95,104,313844,33.1
Alaska,2,2016,2016,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,64096,Unreliable
Alaska,2,2016,2016,Male,M,Intentional self-harm by handgun discharge,X72,12,64096,Unreliable
Alaska,2,2016,2016,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,10,64096,Unreliable
Alaska,2,2016,2016,Male,M,Assault by other and unspecified firearm discharge,X95,11,64096,Unreliable
Arizona,4,2016,2016,Female,F,Other ill-defined and unspecified causes of mortality,R99,17,451033,Unreliable
Arizona,4,2016,2016,Female,F,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,11,451033,Unreliable
Arizona,4,2016,2016,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,20,451033,4.4
Arizona,4,2016,2016,Female,F,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,451033,Unreliable
Arizona,4,2016,2016,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,451033,4.4
Arizona,4,2016,2016,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,40,451033,8.9
Arizona,4,2016,2016,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,15,451033,Unreliable
Arizona,4,2016,2016,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,15,451033,Unreliable
Arizona,4,2016,2016,Female,F,Assault by other and unspecified firearm discharge,X95,11,451033,Unreliable
Arizona,4,2016,2016,Male,M,Alcoholic cirrhosis of liver,K70.3,12,482095,Unreliable
Arizona,4,2016,2016,Male,M,Other ill-defined and unspecified causes of mortality,R99,39,482095,8.1
Arizona,4,2016,2016,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,16,482095,Unreliable
Arizona,4,2016,2016,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,52,482095,10.8
Arizona,4,2016,2016,Male,M,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,24,482095,5
Arizona,4,2016,2016,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,70,482095,14.5
Arizona,4,2016,2016,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,90,482095,18.7
Arizona,4,2016,2016,Male,M,Accidental poisoning by and exposure to alcohol,X45,16,482095,Unreliable
Arizona,4,2016,2016,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,54,482095,11.2
Arizona,4,2016,2016,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,69,482095,14.3
Arizona,4,2016,2016,Male,M,Assault by other and unspecified firearm discharge,X95,87,482095,18
Arkansas,5,2016,2016,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,195956,Unreliable
Arkansas,5,2016,2016,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15,195956,Unreliable
Arkansas,5,2016,2016,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,195956,Unreliable
Arkansas,5,2016,2016,Male,M,"Acute myocardial infarction, unspecified",I21.9,10,196799,Unreliable
Arkansas,5,2016,2016,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,196799,Unreliable
Arkansas,5,2016,2016,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,22,196799,11.2
Arkansas,5,2016,2016,Male,M,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,196799,Unreliable
Arkansas,5,2016,2016,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,196799,11.7
Arkansas,5,2016,2016,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,34,196799,17.3
Arkansas,5,2016,2016,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,27,196799,13.7
Arkansas,5,2016,2016,Male,M,Assault by other and unspecified firearm discharge,X95,44,196799,22.4
California,6,2016,2016,Female,F,"Colon, unspecified - Malignant neoplasms",C18.9,14,2878222,Unreliable
California,6,2016,2016,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,54,2878222,1.9
California,6,2016,2016,Female,F,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,26,2878222,0.9
California,6,2016,2016,Female,F,Malignant neoplasm of ovary,C56,13,2878222,Unreliable
California,6,2016,2016,Female,F,"Brain, unspecified - Malignant neoplasms",C71.9,19,2878222,Unreliable
California,6,2016,2016,Female,F,Malignant neoplasm without specification of site,C80,14,2878222,Unreliable
California,6,2016,2016,Female,F,Acute myeloid leukaemia - Malignant neoplasms,C92.0,14,2878222,Unreliable
California,6,2016,2016,Female,F,Other obesity,E66.8,11,2878222,Unreliable
California,6,2016,2016,Female,F,"Infantile cerebral palsy, unspecified",G80.9,20,2878222,0.7
California,6,2016,2016,Female,F,Atherosclerotic heart disease,I25.1,10,2878222,Unreliable
California,6,2016,2016,Female,F,Pulmonary embolism without mention of acute cor pulmonale,I26.9,12,2878222,Unreliable
California,6,2016,2016,Female,F,Alcoholic cirrhosis of liver,K70.3,31,2878222,1.1
California,6,2016,2016,Female,F,Systemic lupus erythematosus with organ or system involvement,M32.1,13,2878222,Unreliable
California,6,2016,2016,Female,F,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery,O96.0,15,2878222,Unreliable
California,6,2016,2016,Female,F,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery,O96.1,10,2878222,Unreliable
California,6,2016,2016,Female,F,Other ill-defined and unspecified causes of mortality,R99,42,2878222,1.5
California,6,2016,2016,Female,F,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,12,2878222,Unreliable
California,6,2016,2016,Female,F,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,16,2878222,Unreliable
California,6,2016,2016,Female,F,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,13,2878222,Unreliable
California,6,2016,2016,Female,F,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,10,2878222,Unreliable
California,6,2016,2016,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,32,2878222,1.1
