State,State Code,Year,Year Code,Gender,Gender Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Alabama,1,2017,2017,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,13,324960,Unreliable
Alabama,1,2017,2017,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,22,324960,6.8
Alabama,1,2017,2017,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,24,324960,7.4
Alabama,1,2017,2017,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33,324960,10.2
Alabama,1,2017,2017,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,324960,Unreliable
Alabama,1,2017,2017,Female,F,Assault by other and unspecified firearm discharge,X95,13,324960,Unreliable
Alabama,1,2017,2017,Male,M,"Cardiac arrest, unspecified",I46.9,13,315342,Unreliable
Alabama,1,2017,2017,Male,M,Other ill-defined and unspecified causes of mortality,R99,10,315342,Unreliable
Alabama,1,2017,2017,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,11,315342,Unreliable
Alabama,1,2017,2017,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,16,315342,Unreliable
Alabama,1,2017,2017,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,60,315342,19
Alabama,1,2017,2017,Male,M,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,14,315342,Unreliable
Alabama,1,2017,2017,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,53,315342,16.8
Alabama,1,2017,2017,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,74,315342,23.5
Alabama,1,2017,2017,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,32,315342,10.1
Alabama,1,2017,2017,Male,M,Intentional self-harm by handgun discharge,X72,13,315342,Unreliable
Alabama,1,2017,2017,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,44,315342,14
Alabama,1,2017,2017,Male,M,Assault by handgun discharge,X93,21,315342,6.7
Alabama,1,2017,2017,Male,M,Assault by other and unspecified firearm discharge,X95,112,315342,35.5
Alaska,2,2017,2017,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,56156,Unreliable
Alaska,2,2017,2017,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,64059,Unreliable
Alaska,2,2017,2017,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,15,64059,Unreliable
Alaska,2,2017,2017,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,13,64059,Unreliable
Alaska,2,2017,2017,Male,M,Assault by other and unspecified firearm discharge,X95,11,64059,Unreliable
Arizona,4,2017,2017,Female,F,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,10,460697,Unreliable
Arizona,4,2017,2017,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,26,460697,5.6
Arizona,4,2017,2017,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,460697,5
Arizona,4,2017,2017,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35,460697,7.6
Arizona,4,2017,2017,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,26,460697,5.6
Arizona,4,2017,2017,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,19,460697,Unreliable
Arizona,4,2017,2017,Female,F,Assault by other and unspecified firearm discharge,X95,12,460697,Unreliable
Arizona,4,2017,2017,Male,M,Alcoholic cirrhosis of liver,K70.3,13,495197,Unreliable
Arizona,4,2017,2017,Male,M,Other ill-defined and unspecified causes of mortality,R99,27,495197,5.5
Arizona,4,2017,2017,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,22,495197,4.4
Arizona,4,2017,2017,Male,M,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,10,495197,Unreliable
Arizona,4,2017,2017,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,11,495197,Unreliable
Arizona,4,2017,2017,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,57,495197,11.5
Arizona,4,2017,2017,Male,M,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,29,495197,5.9
Arizona,4,2017,2017,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,82,495197,16.6
Arizona,4,2017,2017,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,98,495197,19.8
Arizona,4,2017,2017,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,68,495197,13.7
Arizona,4,2017,2017,Male,M,Intentional self-harm by handgun discharge,X72,14,495197,Unreliable
Arizona,4,2017,2017,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,68,495197,13.7
Arizona,4,2017,2017,Male,M,Assault by other and unspecified firearm discharge,X95,75,495197,15.1
Arizona,4,2017,2017,Male,M,Assault by sharp object,X99,10,495197,Unreliable
Arkansas,5,2017,2017,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,196976,Unreliable
Arkansas,5,2017,2017,Male,M,"Acute myocardial infarction, unspecified",I21.9,10,198488,Unreliable
Arkansas,5,2017,2017,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,198488,Unreliable
Arkansas,5,2017,2017,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,21,198488,10.6
Arkansas,5,2017,2017,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,198488,11.6
Arkansas,5,2017,2017,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,198488,14.1
Arkansas,5,2017,2017,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,39,198488,19.6
Arkansas,5,2017,2017,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,27,198488,13.6
Arkansas,5,2017,2017,Male,M,Assault by other and unspecified firearm discharge,X95,41,198488,20.7
California,6,2017,2017,Female,F,"Stomach, unspecified - Malignant neoplasms",C16.9,14,2918951,Unreliable
California,6,2017,2017,Female,F,"Colon, unspecified - Malignant neoplasms",C18.9,14,2918951,Unreliable
California,6,2017,2017,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,55,2918951,1.9
California,6,2017,2017,Female,F,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,29,2918951,1
California,6,2017,2017,Female,F,"Brain, unspecified - Malignant neoplasms",C71.9,10,2918951,Unreliable
California,6,2017,2017,Female,F,"Epilepsy, unspecified",G40.9,10,2918951,Unreliable
California,6,2017,2017,Female,F,"Infantile cerebral palsy, unspecified",G80.9,13,2918951,Unreliable
California,6,2017,2017,Female,F,Alcoholic cirrhosis of liver,K70.3,23,2918951,0.8
California,6,2017,2017,Female,F,"Alcoholic liver disease, unspecified",K70.9,10,2918951,Unreliable
California,6,2017,2017,Female,F,Systemic lupus erythematosus with organ or system involvement,M32.1,11,2918951,Unreliable
California,6,2017,2017,Female,F,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery,O96.0,15,2918951,Unreliable
California,6,2017,2017,Female,F,Other ill-defined and unspecified causes of mortality,R99,35,2918951,1.2
California,6,2017,2017,Female,F,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,17,2918951,Unreliable
California,6,2017,2017,Female,F,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,15,2918951,Unreliable
California,6,2017,2017,Female,F,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,11,2918951,Unreliable
California,6,2017,2017,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,26,2918951,0.9
California,6,2017,2017,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,36,2918951,1.2
California,6,2017,2017,Female,F,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,44,2918951,1.5
California,6,2017,2017,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34,2918951,1.2
California,6,2017,2017,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,98,2918951,3.4
California,6,2017,2017,Female,F,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,14,2918951,Unreliable
California,6,2017,2017,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,66,2918951,2.3
California,6,2017,2017,Female,F,Assault by other and unspecified firearm discharge,X95,45,2918951,1.5
California,6,2017,2017,Female,F,Assault by sharp object,X99,15,2918951,Unreliable
California,6,2017,2017,Male,M,"Septicaemia, unspecified",A41.9,15,3104828,Unreliable
California,6,2017,2017,Male,M,"Stomach, unspecified - Malignant neoplasms",C16.9,10,3104828,Unreliable
California,6,2017,2017,Male,M,"Colon, unspecified - Malignant neoplasms",C18.9,16,3104828,Unreliable
California,6,2017,2017,Male,M,"Testis, unspecified - Malignant neoplasms",C62.9,29,3104828,0.9
California,6,2017,2017,Male,M,"Brain, unspecified - Malignant neoplasms",C71.9,20,3104828,0.6
California,6,2017,2017,Male,M,Malignant neoplasm without specification of site,C80,11,3104828,Unreliable
California,6,2017,2017,Male,M,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,14,3104828,Unreliable
California,6,2017,2017,Male,M,Acute myeloid leukaemia - Malignant neoplasms,C92.0,11,3104828,Unreliable
California,6,2017,2017,Male,M,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,13,3104828,Unreliable
California,6,2017,2017,Male,M,Other obesity,E66.8,37,3104828,1.2
California,6,2017,2017,Male,M,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,10,3104828,Unreliable
California,6,2017,2017,Male,M,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,14,3104828,Unreliable
California,6,2017,2017,Male,M,"Epilepsy, unspecified",G40.9,15,3104828,Unreliable
California,6,2017,2017,Male,M,Muscular dystrophy,G71.0,17,3104828,Unreliable
California,6,2017,2017,Male,M,"Infantile cerebral palsy, unspecified",G80.9,20,3104828,0.6
California,6,2017,2017,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,31,3104828,1
California,6,2017,2017,Male,M,Atherosclerotic heart disease,I25.1,25,3104828,0.8
California,6,2017,2017,Male,M,Pulmonary embolism without mention of acute cor pulmonale,I26.9,10,3104828,Unreliable
California,6,2017,2017,Male,M,Dilated cardiomyopathy,I42.0,15,3104828,Unreliable
