State,State Code,Year,Year Code,Gender,Gender Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Alabama,1,2011,2011,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,13,311918,Unreliable
Alabama,1,2011,2011,Female,F,"Cardiac arrest, unspecified",I46.9,16,311918,Unreliable
Alabama,1,2011,2011,Female,F,Other ill-defined and unspecified causes of mortality,R99,22,311918,7.1
Alabama,1,2011,2011,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,19,311918,Unreliable
Alabama,1,2011,2011,Female,F,Victim of cataclysmic storm,X37,12,311918,Unreliable
Alabama,1,2011,2011,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,30,311918,9.6
Alabama,1,2011,2011,Female,F,Assault by other and unspecified firearm discharge,X95,13,311918,Unreliable
Alabama,1,2011,2011,Male,M,"Acute myocardial infarction, unspecified",I21.9,12,302589,Unreliable
Alabama,1,2011,2011,Male,M,"Cardiac arrest, unspecified",I46.9,15,302589,Unreliable
Alabama,1,2011,2011,Male,M,Other ill-defined and unspecified causes of mortality,R99,28,302589,9.3
Alabama,1,2011,2011,Male,M,Car occupant [any] injured in unspecified traffic accident,V49.9,13,302589,Unreliable
Alabama,1,2011,2011,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,50,302589,16.5
Alabama,1,2011,2011,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,302589,7.6
Alabama,1,2011,2011,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,50,302589,16.5
Alabama,1,2011,2011,Male,M,Exposure to unspecified factor causing other and unspecified injury,X59.9,10,302589,Unreliable
Alabama,1,2011,2011,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,37,302589,12.2
Alabama,1,2011,2011,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,38,302589,12.6
Alabama,1,2011,2011,Male,M,Assault by other and unspecified firearm discharge,X95,76,302589,25.1
Arizona,4,2011,2011,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,27,423747,6.4
Arizona,4,2011,2011,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,423747,Unreliable
Arizona,4,2011,2011,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35,423747,8.3
Arizona,4,2011,2011,Female,F,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,423747,Unreliable
Arizona,4,2011,2011,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,11,423747,Unreliable
Arizona,4,2011,2011,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,47,446976,10.5
Arizona,4,2011,2011,Male,M,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,446976,Unreliable
Arizona,4,2011,2011,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,50,446976,11.2
Arizona,4,2011,2011,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,61,446976,13.6
Arizona,4,2011,2011,Male,M,Accidental poisoning by and exposure to alcohol,X45,13,446976,Unreliable
Arizona,4,2011,2011,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,32,446976,7.2
Arizona,4,2011,2011,Male,M,Intentional self-harm by handgun discharge,X72,17,446976,Unreliable
Arizona,4,2011,2011,Male,M,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,12,446976,Unreliable
Arizona,4,2011,2011,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,64,446976,14.3
Arizona,4,2011,2011,Male,M,Assault by other and unspecified firearm discharge,X95,68,446976,15.2
Arkansas,5,2011,2011,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,190208,Unreliable
Arkansas,5,2011,2011,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,21,190208,11
Arkansas,5,2011,2011,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,190208,Unreliable
Arkansas,5,2011,2011,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,14,191584,Unreliable
Arkansas,5,2011,2011,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35,191584,18.3
Arkansas,5,2011,2011,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,191584,Unreliable
Arkansas,5,2011,2011,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,191584,14.6
Arkansas,5,2011,2011,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,19,191584,Unreliable
Arkansas,5,2011,2011,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,30,191584,15.7
Arkansas,5,2011,2011,Male,M,Assault by other and unspecified firearm discharge,X95,43,191584,22.4
California,6,2011,2011,Female,F,"Stomach, unspecified - Malignant neoplasms",C16.9,11,2638768,Unreliable
California,6,2011,2011,Female,F,"Colon, unspecified - Malignant neoplasms",C18.9,11,2638768,Unreliable
California,6,2011,2011,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,39,2638768,1.5
California,6,2011,2011,Female,F,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,19,2638768,Unreliable
California,6,2011,2011,Female,F,"Brain, unspecified - Malignant neoplasms",C71.9,15,2638768,Unreliable
California,6,2011,2011,Female,F,Malignant neoplasm without specification of site,C80,13,2638768,Unreliable
California,6,2011,2011,Female,F,"Unspecified diabetes mellitus, without complications",E14.9,11,2638768,Unreliable
California,6,2011,2011,Female,F,"Infantile cerebral palsy, unspecified",G80.9,18,2638768,Unreliable
California,6,2011,2011,Female,F,"Cardiomyopathy, unspecified",I42.9,12,2638768,Unreliable
California,6,2011,2011,Female,F,Alcoholic cirrhosis of liver,K70.3,11,2638768,Unreliable
California,6,2011,2011,Female,F,Systemic lupus erythematosus with organ or system involvement,M32.1,18,2638768,Unreliable
California,6,2011,2011,Female,F,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery,O96.0,13,2638768,Unreliable
California,6,2011,2011,Female,F,Other ill-defined and unspecified causes of mortality,R99,16,2638768,Unreliable
California,6,2011,2011,Female,F,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,11,2638768,Unreliable
California,6,2011,2011,Female,F,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,13,2638768,Unreliable
California,6,2011,2011,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,13,2638768,Unreliable
California,6,2011,2011,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,37,2638768,1.4
California,6,2011,2011,Female,F,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,18,2638768,Unreliable
California,6,2011,2011,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,31,2638768,1.2
California,6,2011,2011,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,63,2638768,2.4
California,6,2011,2011,Female,F,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,18,2638768,Unreliable
California,6,2011,2011,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,42,2638768,1.6
California,6,2011,2011,Female,F,"Assault by hanging, strangulation and suffocation",X91,12,2638768,Unreliable
California,6,2011,2011,Female,F,Assault by handgun discharge,X93,14,2638768,Unreliable
California,6,2011,2011,Female,F,Assault by other and unspecified firearm discharge,X95,31,2638768,1.2
California,6,2011,2011,Female,F,Assault by sharp object,X99,10,2638768,Unreliable
California,6,2011,2011,Male,M,"Stomach, unspecified - Malignant neoplasms",C16.9,12,2773599,Unreliable
California,6,2011,2011,Male,M,"Colon, unspecified - Malignant neoplasms",C18.9,17,2773599,Unreliable
California,6,2011,2011,Male,M,"Testis, unspecified - Malignant neoplasms",C62.9,24,2773599,0.9
California,6,2011,2011,Male,M,"Brain, unspecified - Malignant neoplasms",C71.9,23,2773599,0.8
California,6,2011,2011,Male,M,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,19,2773599,Unreliable
California,6,2011,2011,Male,M,Acute myeloid leukaemia - Malignant neoplasms,C92.0,11,2773599,Unreliable
California,6,2011,2011,Male,M,Other obesity,E66.8,28,2773599,1
California,6,2011,2011,Male,M,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,13,2773599,Unreliable
California,6,2011,2011,Male,M,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,10,2773599,Unreliable
California,6,2011,2011,Male,M,"Epilepsy, unspecified",G40.9,11,2773599,Unreliable
California,6,2011,2011,Male,M,Muscular dystrophy,G71.0,12,2773599,Unreliable
California,6,2011,2011,Male,M,"Infantile cerebral palsy, unspecified",G80.9,20,2773599,0.7
California,6,2011,2011,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,30,2773599,1.1
California,6,2011,2011,Male,M,"Acute myocardial infarction, unspecified",I21.9,25,2773599,0.9
California,6,2011,2011,Male,M,"Atherosclerotic cardiovascular disease, so described",I25.0,24,2773599,0.9
California,6,2011,2011,Male,M,Atherosclerotic heart disease,I25.1,31,2773599,1.1
California,6,2011,2011,Male,M,Dilated cardiomyopathy,I42.0,19,2773599,Unreliable
California,6,2011,2011,Male,M,Other hypertrophic cardiomyopathy,I42.2,12,2773599,Unreliable
California,6,2011,2011,Male,M,"Cardiomyopathy, unspecified",I42.9,26,2773599,0.9
California,6,2011,2011,Male,M,Cardiomegaly,I51.7,24,2773599,0.9
California,6,2011,2011,Male,M,"Intracerebral haemorrhage, unspecified",I61.9,11,2773599,Unreliable
California,6,2011,2011,Male,M,"Pneumonia, unspecified",J18.9,12,2773599,Unreliable
California,6,2011,2011,Male,M,"Asthma, unspecified",J45.9,16,2773599,Unreliable
California,6,2011,2011,Male,M,Alcoholic cirrhosis of liver,K70.3,34,2773599,1.2
California,6,2011,2011,Male,M,"Alcoholic liver disease, unspecified",K70.9,10,2773599,Unreliable
California,6,2011,2011,Male,M,Other and unspecified cirrhosis of liver,K74.6,10,2773599,Unreliable
California,6,2011,2011,Male,M,Other ill-defined and unspecified causes of mortality,R99,42,2773599,1.5
California,6,2011,2011,Male,M,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,18,2773599,Unreliable
California,6,2011,2011,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,27,2773599,1
California,6,2011,2011,Male,M,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,24,2773599,0.9
